0,0,
0,0,113
0,1,32
0,2,6
0,3,7
0,4,7
0,5,8
0,6,3
0,7,2
0,8,5
0,9,5
0,10,1
0,13,2
0,15,1
0,18,3
0,20,2
0,21,1
0,24,1
0,25,3
0,27,1
0,29,1
0,35,1
0,37,1
0,41,1
0,42,2
0,45,1
0,46,2
0,47,1
0,49,1
0,56,1
0,58,1
0,65,1
0,70,1
0,94,1
0,101,1
0,102,1
0,107,1
0,110,1
0,113,1
0,115,1
0,122,2
0,130,1
0,140,1
0,141,1
0,150,1
0,152,1
0,160,1
0,167,1
0,173,1
0,178,1
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
1,,
2,,
2,,
2,,
2,,
2,,
2,,
3,,
3,,
3,,
3,,
3,,
3,,
3,,
4,,
4,,
4,,
4,,
4,,
4,,
4,,
5,,
5,,
5,,
5,,
5,,
5,,
5,,
5,,
6,,
6,,
6,,
7,,
7,,
8,,
8,,
8,,
8,,
8,,
9,,
9,,
9,,
9,,
9,,
10,,
13,,
13,,
15,,
18,,
18,,
18,,
20,,
20,,
21,,
24,,
25,,
25,,
25,,
27,,
29,,
35,,
37,,
41,,
42,,
42,,
45,,
46,,
46,,
47,,
49,,
56,,
58,,
65,,
70,,
94,,
101,,
102,,
107,,
110,,
113,,
115,,
122,,
122,,
130,,
140,,
141,,
150,,
152,,
160,,
167,,
173,,
178,,
0
0
0
0
0
1
2
3
7
7
9
